Nonprofit Name,Profile Link,Phone Number,EIN,Website,Email,Address,Email,Google Ads Grants Status,Application Status,Fundraised 
Progressive Animal Welfare Society Inc,https://www.charitynavigator.org/ein/916073154,425-412-4041,916073154,https://www.paws.org/,,,,,,
Project Hope Boston Inc,https://www.charitynavigator.org/ein/042748880,617-442-1880,42748880,http://WWW.PROHOPE.ORG,info@prohope.org,,,,,
Project Hope The People To People Health Foundation Inc,https://www.charitynavigator.org/ein/530242962,844-349-0188,530242962,http://www.projecthope.org,,,,,,
Project Innerspace Inc,https://www.charitynavigator.org/ein/873285334,,873285334,https://projectinnerspace.org/,,,,,,
Project K9 Hero,https://www.charitynavigator.org/ein/811770909,810-844-6045,811770909,HTTP://WWW.PROJECTK9HERO.ORG/,info@projectk9hero.org,,,,,
Project Orbis International Inc,https://www.charitynavigator.org/ein/237297651,646-674-5500,237297651,http://www.orbis.org,,,,,,
Prolife Across America,https://www.charitynavigator.org/ein/411654040,612-781-0410,411654040,http://prolifeacrossamerica.org/,info@prolifeacrossamerica.org,,,,,
Prostate Cancer Foundation,https://www.charitynavigator.org/ein/954418411,310-570-4700,954418411,http://WWW.PCF.ORG,,,,,,
Protect Democracy Project,https://www.charitynavigator.org/ein/814777062,202-695-6590,814777062,http://PROTECTDEMOCRACY.ORG,,,,,,
Public Broadcasting Service,https://www.charitynavigator.org/ein/520899215,703-739-5000,520899215,http://WWW.PBS.ORG,,,,,,
Public Citizen Foundation Inc,https://www.charitynavigator.org/ein/521263996,202-588-1000,521263996,http://www.citizen.org/,,,,,,
Public Citizen Inc,https://www.charitynavigator.org/ein/237104508,202-588-1000,237104508,http://WWW.CITIZEN.ORG,,,,,,
Punch 4 Parkinsons Corporation,https://www.charitynavigator.org/ein/830524110,781-389-5609,830524110,http://www.Punch4Parkinsons.org,,,,,,
Puppies Behind Bars Inc,https://www.charitynavigator.org/ein/133969389,212-680-9562,133969389,http://WWW.PUPPIESBEHINDBARS.COM,212.689.9330programs@puppiesbehindbars.com,,,,,
Rails To Trails Conservancy,https://www.charitynavigator.org/ein/521437006,202-331-9696,521437006,http://WWW.RAILSTOTRAILS.ORG,,,,,,
Rainforest Action Network,https://www.charitynavigator.org/ein/943045180,415-398-4404,943045180,http://www.ran.org,membership@ran.org,,,,,
Rainforest Alliance Inc,https://www.charitynavigator.org/ein/133377893,212-677-1900,133377893,http://WWW.RAINFOREST-ALLIANCE.ORG,,,,,,
Rainforest Trust,https://www.charitynavigator.org/ein/133500609,800-456-4930,133500609,http://WWW.RAINFORESTTRUST.ORG,info@rainforesttrust.org,,,,,
Rape Abuse And Incest National Network Inc,https://www.charitynavigator.org/ein/521886511,202-590-8259,521886511,http://www.rainn.org,,,,,,
Razom Inc,https://www.charitynavigator.org/ein/464604398,646-449-9750,464604398,http://razomforukraine.org,,,,,,
Rbc Ministries,https://www.charitynavigator.org/ein/381613981,616-942-6770,381613981,http://ourdailybread.org/,,,,,,
Reading Is Fundamental Inc,https://www.charitynavigator.org/ein/520976257,202-536-3400,520976257,http://WWW.RIF.ORG,,,,,,
Red Cloud Indian School,https://www.charitynavigator.org/ein/460275071,,460275071,,,,,,,
Refugee & Immigrant Center For Education & Legal Services,https://www.charitynavigator.org/ein/742436920,210-226-7722,742436920,http://WWW.RAICESTEXAS.ORG,,,,,,
Refugees International,https://www.charitynavigator.org/ein/521224516,800-733-8433,521224516,http://www.refugeesinternational.org,,,,,,
Reproductive Freedom For All Foundation,https://www.charitynavigator.org/ein/521100361,202-973-3000,521100361,http://www.reproductivefreedomforallfoundation.org,,,,,,
Ring Dog Rescue Inc,https://www.charitynavigator.org/ein/611522182,804-622-4200,611522182,http://ringdogrescue.org,,,,,,
Rise Against Hunger,https://www.charitynavigator.org/ein/161541024,919-839-0689,161541024,https://www.riseagainsthunger.org/,,,,,,
Romanian League In Defense Of Anima Ls,https://www.charitynavigator.org/ein/320176929,410-353-5505,320176929,https://rolda.org,rolda@rolda.org,,,,,
Ronald Mcdonald House Charities Inc,https://www.charitynavigator.org/ein/362934689,855-720-2571,362934689,https://www.ronaldmcdonaldhouse.org,,,,,,
Room To Read,https://www.charitynavigator.org/ein/912003533,415-839-4400,912003533,http://roomtoread.org,,,,,,
Sacred Heart Southern Missions Housing Corporation,https://www.charitynavigator.org/ein/640854543,662-781-9949,640854543,http://SHSM.ORG,comments@shsm.org,,,,,
Saint Joseph School Inc,https://www.charitynavigator.org/ein/061774279,920-499-9969,61774279,http://WWW.SAINTJOSEPHSCHOOLINC.COM,info@saintjosephschoolinc.com,,,,,
Salesian Missions Inc,https://www.charitynavigator.org/ein/800522035,,800522035,,,,,,,
Salvation Army National Corp,https://www.charitynavigator.org/ein/222406433,,222406433,https://salvationarmyusa.org/,,,,,,
Salvation Army Services Inc,https://www.charitynavigator.org/ein/363805307,847-294-2169,363805307,,,,,,,
Salvation Army World Service Office Sawso,https://www.charitynavigator.org/ein/132923701,703-299-5551,132923701,http://WWW.SAWSO.ORG,sawso.development@usn.salvationarmy.org,,,,,
Samaritans Purse,https://www.charitynavigator.org/ein/581437002,828-262-1980,581437002,http://WWW.SAMARITANSPURSE.ORG,,,,,,
San Diego Humane Society And S P C A,https://www.charitynavigator.org/ein/951661688,619-299-7012,951661688,https://www.sdhumane.org/,info@sdhumane.org,,,,,
San Francisco Food Bank,https://www.charitynavigator.org/ein/943041517,415-282-1900,943041517,https://www.sfmfoodbank.org/,info@sfmfoodbank.org,,,,,
San Francisco Society For The Prevention Of Cruelty To Animals,https://www.charitynavigator.org/ein/940836580,415-554-3000,940836580,http://WWW.SFSPCA.ORG,,,,,,
Sandy Hook Promise Foundation,https://www.charitynavigator.org/ein/461657101,203-304-9780,461657101,http://www.sandyhookpromise.org,,,,,,
Sat 7 North America,https://www.charitynavigator.org/ein/232964829,410-770-9804,232964829,http://www.sat7usa.org/,,,,,,
Save A Pet Animal Rescue Inc,https://www.charitynavigator.org/ein/113290684,631-473-6333,113290684,http://SAVEAPETUSA.ORG,followinfo@saveapetusa.org,,,,,
Save Our Children Inc,https://www.charitynavigator.org/ein/650366437,772-466-7847,650366437,,,,,,,
Save The Children Federation Inc,https://www.charitynavigator.org/ein/060726487,800-728-3843,60726487,http://www.savethechildren.org,,,,,,
Save The Redwoods League,https://www.charitynavigator.org/ein/940843915,415-362-2352,940843915,http://WWW.SAVETHEREDWOODS.ORG,membership@savetheredwoods.org,,,,,
Saveafox Corporation,https://www.charitynavigator.org/ein/823454531,952-898-1020,823454531,http://WWW.SAVEAFOX.ORG,,,,,,
Scratch Foundation,https://www.charitynavigator.org/ein/462612143,857-371-2462,462612143,http://www.scratchfoundation.org,,,,,,
Sea Shepherd Conservation Society,https://www.charitynavigator.org/ein/930792021,212-220-2302,930792021,http://WWW.SEASHEPHERD.ORG,,,,,,
Sea Turtle Conservancy,https://www.charitynavigator.org/ein/596151069,352-373-6441,596151069,http://www.conserveturtles.org/,32609352-373-6441stc@conserveturtles.org,,,,,
Second Chance Rescue Inc,https://www.charitynavigator.org/ein/264835303,718-791-0100,264835303,http://NYCSECONDCHANCERESCUE.ORG,,,,,,
Second Chances For Blind Dogs Foundation Inc,https://www.charitynavigator.org/ein/465473787,818-943-9673,465473787,http://SECONDCHANCESFORBLINDDOGS.ORG,bordeaux818.943.9673secondchancesforblinddogs@gmail.comto,,,,,
Second Harvest Food Bank Of Central Florida Inc,https://www.charitynavigator.org/ein/592142315,407-295-1066,592142315,http://www.feedhopenow.org,32805407-295-1066info@feedhopenow.org,,,,,
Second Harvest Food Bank Of Greater New Orleans And Acadiana,https://www.charitynavigator.org/ein/720956468,504-734-1322,720956468,http://WWW.NO-HUNGER.ORG,help@no-hunger.org,,,,,
Second Harvest Heartland,https://www.charitynavigator.org/ein/237417654,888-339-3663,237417654,http://www.2harvest.org,,,,,,
Second Harvest Of Silicon Valley,https://www.charitynavigator.org/ein/942614101,408-266-8866,942614101,http://WWW.SHFB.ORG,,,,,,
Semper Fi & Americas Fund,https://www.charitynavigator.org/ein/260086305,760-725-3680,260086305,https://thefund.org/,,,,,,
Semper K9 Assistance Dogs,https://www.charitynavigator.org/ein/472671624,571-494-5144,472671624,http://www.SemperK9.org,494-5144info@semperk9.orgein,,,,,
Seva Foundation,https://www.charitynavigator.org/ein/382231279,510-845-7382,382231279,http://www.seva.org,,,,,,
Share My Meals,https://www.charitynavigator.org/ein/844149439,609-337-2415,844149439,http://SHAREMYMEALS.ORG,,,,,,
Share Our Strength,https://www.charitynavigator.org/ein/521367538,202-393-2925,521367538,http://WWW.SHAREOURSTRENGTH.ORG,20005info@strength.org,,,,,
Sharsheret Inc,https://www.charitynavigator.org/ein/134198529,201-833-2341,134198529,http://WWW.SHARSHERET.ORG,,,,,,
Shelter Box Usa,https://www.charitynavigator.org/ein/200471604,805-608-2400,200471604,http://www.shelterboxusa.org/,,,,,,
Shriners Hospitals For Children,https://www.charitynavigator.org/ein/362193608,813-281-0300,362193608,https://www.shrinerschildrens.org/en,,,,,,
Sierra Club,https://www.charitynavigator.org/ein/941153307,415-977-5500,941153307,http://WWW.SIERRACLUB.ORG,webmaster@sierraclub.org,,,,,
Sisters Of Mary Boystown And Girlstown Inc,https://www.charitynavigator.org/ein/521440944,800-662-6316,521440944,http://www.worldvillages.org/,info@worldvillages.org,,,,,
Skin Cancer Foundation Inc,https://www.charitynavigator.org/ein/132948778,212-725-5176,132948778,http://WWW.SKINCANCER.ORG,,,,,,
Slavic Gospel Association,https://www.charitynavigator.org/ein/362428314,,362428314,,,,,,,
Sleep In Heavenly Peace Inc,https://www.charitynavigator.org/ein/464346568,,464346568,http://SHPBEDS.ORG,,,,,,
Smile Train Inc,https://www.charitynavigator.org/ein/133661416,212-689-9199,133661416,http://WWW.SMILETRAIN.ORG,,,,,,
Smiling Dog Farms,https://www.charitynavigator.org/ein/261737259,979-559-1063,261737259,http://WWW.SMILINGDOGFARMS.ORG,,,,,,
Smithsonian Institute,https://www.charitynavigator.org/ein/530206027,202-633-1000,530206027,http://www.si.edu/support,,,,,,
Soaring Eagle,https://www.charitynavigator.org/ein/841409114,406-256-8500,841409114,http://www.soaringeagle.org,,,,,,
Society For Financial Awareness,https://www.charitynavigator.org/ein/330700097,858-268-7090,330700097,http://sofausa.org,,,,,,
Soi Dog,https://www.charitynavigator.org/ein/271600444,541-816-5085,271600444,https://www.soidog.org/,,,,,,
Soldiers Angels,https://www.charitynavigator.org/ein/200583415,210-629-0020,200583415,http://www.soldiersangels.org,,,,,,
Soles 4 Souls,https://www.charitynavigator.org/ein/204023482,615-391-5723,204023482,http://WWW.SOLES4SOULS.ORG,,,,,,
Some Inc,https://www.charitynavigator.org/ein/237098123,202-797-8806,237098123,http://www.some.org/,some@some.org,,,,,
Sos Childrens Village Usa Inc,https://www.charitynavigator.org/ein/136188433,202-347-7920,136188433,http://www.sos-usa.org,info@sos-usa.org,,,,,
Sound Of Freedom Foundation,https://www.charitynavigator.org/ein/932728427,,932728427,,,,,,,
Southern Environmental Law Center,https://www.charitynavigator.org/ein/521436778,434-977-4090,521436778,http://WWW.SOUTHERNENVIRONMENT.ORG,,,,,,
Southern Poverty Law Center Inc,https://www.charitynavigator.org/ein/630598743,888-414-7752,630598743,http://www.splcenter.org,,,,,,
Southwest Indian Foundation,https://www.charitynavigator.org/ein/850203522,,850203522,,,,,,,
Spca International Inc,https://www.charitynavigator.org/ein/870773320,212-244-7722,870773320,http://www.spcai.org,,,,,,
Spca Of Texas,https://www.charitynavigator.org/ein/751216660,214-461-1820,751216660,http://www.spca.org,development@spca.org,,,,,
Speak Up For Horses Inc,https://www.charitynavigator.org/ein/223934818,859-415-0294,223934818,http://WWW.SPEAKUPFORHORSES.ORG,sent.sendspeakupforhorses@aol.com,,,,,
Special Olympics Inc,https://www.charitynavigator.org/ein/520889518,202-628-3630,520889518,http://www.specialolympics.org,,,,,,
St Baldricks Foundation Inc,https://www.charitynavigator.org/ein/201173824,888-899-2253,201173824,http://www.stbaldricks.org,sbinfo@stbaldricks.org,,,,,
St Bonaventure Indian Missions & School,https://www.charitynavigator.org/ein/850326009,,850326009,,,,,,,
St Josephs Indian School,https://www.charitynavigator.org/ein/460235912,,460235912,,,,,,,
St Jude Childrens Charities Inc,https://www.charitynavigator.org/ein/061427042,,61427042,,,,,,,
St Jude Childrens Research Hospital Inc,https://www.charitynavigator.org/ein/620646012,888-278-5833,620646012,http://WWW.STJUDE.ORG,,,,,,
St Jude Hospital,https://www.charitynavigator.org/ein/951643325,714-446-7200,951643325,http://WWW.STJUDEMEDICALCENTER.ORG,,,,,,
St Labre Indian School,https://www.charitynavigator.org/ein/810244542,866-753-5496,810244542,http://www.stlabre.org,info@stlabre.org,,,,,
St Marys Food Bank Alliance,https://www.charitynavigator.org/ein/237353532,602-242-3663,237353532,http://www.stmarysfoodbank.org/,,,,,,
St Vincent De Paul Society Inc,https://www.charitynavigator.org/ein/591711287,239-775-1667,591711287,http://WWW.SVDPNAPLES.ORG,info@svdpnaples.org,,,,,
Stand For The Silent Inc,https://www.charitynavigator.org/ein/452317929,405-714-5882,452317929,http://www.standforthesilent.com,,,,,,
Stand Up To Cancer,https://www.charitynavigator.org/ein/884115555,424-283-3600,884115555,http://www.StandUpToCancer.org,,,,,,
Starlight Childrens Foundation,https://www.charitynavigator.org/ein/953802159,310-479-1212,953802159,https://www.starlight.org/,,,,,,
Statue Of Liberty Ellis Island Foundation Inc,https://www.charitynavigator.org/ein/133118415,212-561-4588,133118415,https://www.statueofliberty.org/,,,,,,
Stephen Siller Tunnel To Towers Foundation,https://www.charitynavigator.org/ein/020554654,718-987-1931,20554654,https://t2t.org/,,,,,,
Stop Soldier Suicide,https://www.charitynavigator.org/ein/273512119,919-532-2440,273512119,http://WWW.STOPSOLDIERSUICIDE.ORG,,,,,,
Student Conservation Association Inc,https://www.charitynavigator.org/ein/910880684,888-722-9675,910880684,http://www.thesca.org/,,,,,,
Students For Life Of America Inc,https://www.charitynavigator.org/ein/521576352,540-834-4600,521576352,http://www.studentsforlife.org,,,,,,
Sudan Relief Fund Inc,https://www.charitynavigator.org/ein/522148976,888-488-0348,522148976,http://www.sudanreliefund.com,info@sudanreliefund.com,,,,,
Surfrider Foundation,https://www.charitynavigator.org/ein/953941826,949-492-8170,953941826,http://www.surfrider.org/,,,,,,
Susan G Komen Breast Cancer Foundation,https://www.charitynavigator.org/ein/751835298,972-855-1600,751835298,http://www.komen.org,,,,,,
T2 Tn Inc,https://www.charitynavigator.org/ein/272625805,503-316-1220,272625805,http://WWW.HEBREWNATIONONLINE.COM,support@hebrewnation.net,,,,,
Team Rubicon,https://www.charitynavigator.org/ein/271720480,310-640-8787,271720480,http://WWW.TEAMRUBICONUSA.ORG,,,,,,
Technoserve Inc,https://www.charitynavigator.org/ein/132626135,202-785-4515,132626135,http://WWW.TECHNOSERVE.ORG,,,,,,
The Against Malaria Foundation,https://www.charitynavigator.org/ein/203069841,727-430-6097,203069841,http://www.againstmalaria.com,,,,,,
The Alliance For Climate Protection,https://www.charitynavigator.org/ein/870745629,202-567-6800,870745629,http://climaterealityproject.org/,,,,,,
The American Breast Cancer Foundation Inc,https://www.charitynavigator.org/ein/522031814,410-730-5105,522031814,http://www.abcf.org/,,,,,,
The Barack Obama Foundation,https://www.charitynavigator.org/ein/464950751,773-420-1700,464950751,http://WWW.OBAMA.ORG,,,,,,
The Carter Center Inc,https://www.charitynavigator.org/ein/581454716,404-420-5109,581454716,https://www.cartercenter.org,,,,,,
The Childcare Network,https://www.charitynavigator.org/ein/541744871,,541744871,http://WWW.THECHILDCARENETWORK.ORG,info@thechildcarenetwork.org,,,,,
The Childrens Aid Society,https://www.charitynavigator.org/ein/135562191,212-949-4936,135562191,https://www.childrensaidnyc.org/,,,,,,
The Church Of Jesus Christ Of Latter Day Saints,https://www.charitynavigator.org/ein/870234341,,870234341,,,,,,,
The Clear Fund,https://www.charitynavigator.org/ein/208625442,415-689-5803,208625442,http://WWW.GIVEWELL.ORG,,,,,,
The Community Foundation Of The Texas Hill Country Inc,https://www.charitynavigator.org/ein/742225369,830-896-8811,742225369,https://www.communityfoundation.net/,,,,,,
The Conservation Fund A Nonprofit Corporation,https://www.charitynavigator.org/ein/521388917,703-525-6300,521388917,http://WWW.CONSERVATIONFUND.ORG,hi@conservationfund.org,,,,,
The Conservative Caucus Foundation,https://www.charitynavigator.org/ein/510206842,540-718-1754,510206842,http://www.tccf.foundation,info@tccf.foundation,,,,,
The Coral Reef Alliance,https://www.charitynavigator.org/ein/943211245,510-370-0500,943211245,http://www.coral.org/,,,,,,
The David Sheldrick Wildlife Trust Usa Inc,https://www.charitynavigator.org/ein/300224549,949-305-3785,300224549,http://www.sheldrickwildlifetrust.org/,,,,,,
The Elephant Sanctuary In Tennessee,https://www.charitynavigator.org/ein/621587327,931-796-6500,621587327,http://WWW.ELEPHANTS.COM,elephant@elephants.com,,,,,
The Fistula Foundation,https://www.charitynavigator.org/ein/770547201,408-249-9596,770547201,http://fistulafoundation.org,,,,,,
The Foundation For Aids Research,https://www.charitynavigator.org/ein/133163817,212-806-1600,133163817,http://WWW.AMFAR.ORG,,,,,,
The Greater Boston Food Bank Inc,https://www.charitynavigator.org/ein/042717782,617-427-5200,42717782,http://WWW.GBFB.ORG,,,,,,
The Human Development Foundation Of North America,https://www.charitynavigator.org/ein/364184940,847-490-0100,364184940,https://www.hdf.com/,,,,,,
The Humane League,https://www.charitynavigator.org/ein/043817491,240-200-4480,43817491,HTTPS://THEHUMANELEAGUE.ORG,,,,,,
The Jed Foundation,https://www.charitynavigator.org/ein/134131139,212-647-7544,134131139,http://jedfoundation.org,,,,,,
The Kindness Ranch Animal Sanctuary,https://www.charitynavigator.org/ein/841561923,303-499-8200,841561923,,,,,,,
The Kroger Helping Hands Fund Benefits Trust,https://www.charitynavigator.org/ein/936228744,703-719-4743,936228744,,,,,,,
The Malala Fund,https://www.charitynavigator.org/ein/811397590,212-705-8749,811397590,http://WWW.MALALA.ORG,,,,,,
The Multiple Myeloma Research Foundation Inc,https://www.charitynavigator.org/ein/061504413,203-229-0464,61504413,https://themmrf.org/,,,,,,
The National Alliance To End Homelessness Incorporated,https://www.charitynavigator.org/ein/521299641,202-638-1526,521299641,http://WWW.NAEH.ORG,,,,,,
The Nature Conservancy Of California,https://www.charitynavigator.org/ein/205797732,,205797732,,,,,,,
The Navigators,https://www.charitynavigator.org/ein/846007896,,846007896,,,,,,,
The Open Door Shelter Inc,https://www.charitynavigator.org/ein/222536909,203-866-1057,222536909,https://opendoorsct.org,06854203.866.1057info@opendoorsct.org,,,,,
The Rotary Foundation Of Rotary International,https://www.charitynavigator.org/ein/363245072,847-866-3000,363245072,http://WWW.ROTARY.ORG,,,,,,
The Salvation Army,https://www.charitynavigator.org/ein/580660607,404-728-1300,580660607,http://WWW.SALVATIONARMYSOUTH.ORG,,,,,,
The Salvation Army,https://www.charitynavigator.org/ein/941156347,800-728-7825,941156347,https://westernusa.salvationarmy.org/,,,,,,
The Seeing Eye Inc,https://www.charitynavigator.org/ein/221539721,973-539-4425,221539721,https://www.seeingeye.org/,info@seeingeye.org,,,,,
The Shriners Hospital For Children,https://www.charitynavigator.org/ein/042121377,813-281-0300,42121377,http://WWW.SHRINERSCHILDRENS.ORG,,,,,,
The Trevor Project Inc,https://www.charitynavigator.org/ein/954681287,212-695-8650,954681287,http://www.thetrevorproject.org,,,,,,
The V Foundation,https://www.charitynavigator.org/ein/133705951,919-380-9505,133705951,http://www.v.org,,,,,,
The Water Project Inc,https://www.charitynavigator.org/ein/261455510,603-369-3858,261455510,HTTPS://THEWATERPROJECT.ORG,,,,,,
The White Coat Waste Project Inc,https://www.charitynavigator.org/ein/460856543,202-656-9044,460856543,http://WWW.WHITECOATWASTE.ORG,,,,,,
Thurgood Marshall College Fund Inc,https://www.charitynavigator.org/ein/411750692,202-507-4851,411750692,http://tmcf.org,,,,,,
Tiger Haven,https://www.charitynavigator.org/ein/621536897,865-376-4100,621536897,http://www.tigerhaven.org,tigerfriends@tigerhaven.org,,,,,
Tiger Preservation Center Nevada,https://www.charitynavigator.org/ein/830883398,541-251-2287,830883398,http://tigerpreservationcenter.org,,,,,,
Tim Tebow Foundation Inc,https://www.charitynavigator.org/ein/274345913,904-380-8499,274345913,https://www.timtebowfoundation.org,,,,,,
Tory Burch Foundation Inc,https://www.charitynavigator.org/ein/263660127,646-738-5406,263660127,http://WWW.TORYBURCHFOUNDATION.ORG,,,,,,
Transgender Law Center,https://www.charitynavigator.org/ein/050544006,510-587-9696,50544006,https://transgenderlawcenter.org/,,,,,,
Translifeline,https://www.charitynavigator.org/ein/472097494,510-771-1417,472097494,http://www.translifeline.org,,,,,,
Trees For The Future Inc,https://www.charitynavigator.org/ein/521644869,301-565-0630,521644869,http://www.trees.org,,,,,,
Troopsdirect Inc,https://www.charitynavigator.org/ein/273046842,877-978-7667,273046842,https://troopsdirect.org/,support@troopsdirect.orgmedia,,,,,
Trump Foundation,https://www.charitynavigator.org/ein/133054537,,133054537,,,,,,,
Trust For Public Land,https://www.charitynavigator.org/ein/237222333,415-495-4014,237222333,http://WWW.TPL.ORG,,,,,,
Turkish Philanthropy Funds Inc,https://www.charitynavigator.org/ein/208392006,646-530-8988,208392006,http://TPFUND.ORG,,,,,,
Turning Point For God,https://www.charitynavigator.org/ein/330095805,877-998-0222,330095805,https://www.davidjeremiah.org/,info@davidjeremiah.org,,,,,
Turning Point Usa Inc,https://www.charitynavigator.org/ein/800835023,844-872-1776,800835023,http://TPUSA.com,,,,,,
Turning Pointe Donkey Rescue Inc,https://www.charitynavigator.org/ein/201751548,517-623-0000,201751548,http://WWW.TURNINGPOINTEDONKEYRESCUE.COM,info@turningpointedonkeyrescue.com,,,,,
Turtle Island Corporation,https://www.charitynavigator.org/ein/831706767,725-222-4360,831706767,http://WWW.TURTLE-ISLAND.ORG,,,,,,
Turtle Island Restoration Network,https://www.charitynavigator.org/ein/911818080,415-663-8590,911818080,http://seaturtles.org,,,,,,
Unbound,https://www.charitynavigator.org/ein/431243999,800-875-6564,431243999,http://WWW.UNBOUND.ORG,,,,,,
Union Of Concerned Scientists Inc,https://www.charitynavigator.org/ein/042535767,617-547-5552,42535767,http://WWW.UCS.ORG,,,,,,
Union Rescue Mission,https://www.charitynavigator.org/ein/951709293,213-347-6300,951709293,https://urm.org/,,,,,,
United Animal Nations,https://www.charitynavigator.org/ein/680124097,916-429-2457,680124097,http://www.redrover.org/,info@redrover.orgtax,,,,,
United Breast Cancer Foundation Inc,https://www.charitynavigator.org/ein/113571208,877-822-4287,113571208,http://www.ubcf.org,,,,,,
United Cajun Navy,https://www.charitynavigator.org/ein/825013897,844-482-6289,825013897,http://UnitedCajunNavy.org,info@www.unitedcajunnavy.org,,,,,
United Help Ukraine,https://www.charitynavigator.org/ein/471837509,703-493-0005,471837509,http://WWW.UNITEDHELPUKRAINE.ORG,info@unitedhelpukraine.org,,,,,
United Jewish Appeal Federation Of Jewish Philanthropies Of Ny Inc,https://www.charitynavigator.org/ein/510172429,212-836-1730,510172429,http://WWW.UJAFEDNY.ORG,,,,,,
United Methodist Church & Its Affiliated Organizations,https://www.charitynavigator.org/ein/135562279,,135562279,,,,,,,
United Negro College Fund Inc,https://www.charitynavigator.org/ein/131624241,800-331-2244,131624241,http://www.uncf.org,,,,,,
United Palestinian Appeal Inc,https://www.charitynavigator.org/ein/112494808,202-659-5007,112494808,http://upaconnect.org,,,,,,
United Service Organizations,https://www.charitynavigator.org/ein/208861567,703-908-6400,208861567,HTTP://WWW.USO.ORG,,,,,,
United Service Organizations Inc,https://www.charitynavigator.org/ein/131610451,800-876-7469,131610451,https://www.uso.org/,,,,,,
United States Association For Unhcr,https://www.charitynavigator.org/ein/521662800,855-808-6427,521662800,https://www.unrefugees.org/,,,,,,
United States Deputy Sheriffs Association Inc,https://www.charitynavigator.org/ein/760485830,316-263-2583,760485830,http://www.usdsa.org/,,,,,,
United States Fund For Unicef,https://www.charitynavigator.org/ein/131760110,800-367-5437,131760110,http://www.unicefusa.org,,,,,,
United States Holocaust Memorial Council,https://www.charitynavigator.org/ein/521309391,202-488-0400,521309391,https://www.ushmm.org/,,,,,,
United States Justice Foundation,https://www.charitynavigator.org/ein/953523852,760-788-6624,953523852,http://www.usjf.net,,,,,,
United Way For Greater Austin,https://www.charitynavigator.org/ein/741193439,512-472-6267,741193439,https://www.unitedwayaustin.org/,,,,,,
United Way Worldwide,https://www.charitynavigator.org/ein/131635294,703-836-7112,131635294,https://www.unitedway.org/,,,,,,
Unity Social Service,https://www.charitynavigator.org/ein/854199356,,,,,,,,,
Unrwa Usa National Committee Inc,https://www.charitynavigator.org/ein/202714426,202-223-3767,202714426,https://www.unrwausa.org/,,,,,,
Usa For Unfpa Inc,https://www.charitynavigator.org/ein/133996346,646-649-9100,133996346,http://www.usaforunfpa.org,info@usaforunfpa.org,,,,,
Usher Syndrome Society Inc,https://www.charitynavigator.org/ein/261577154,781-838-0204,261577154,http://ushersyndromesociety.org,,,,,,
Vehicles For Veterans,https://www.charitynavigator.org/ein/811097320,,811097320,,,,,,,
Vested Interest In K9 S Inc,https://www.charitynavigator.org/ein/270872182,508-824-6978,270872182,http://WWW.VIK9S.ORG,info@vik9s.org,,,,,
Veterans Of Foreign Wars Foundation,https://www.charitynavigator.org/ein/431758998,816-968-1128,431758998,http://www.vfwfoundation.org,,,,,,
Veterans Of Foreign Wars National Home For Children,https://www.charitynavigator.org/ein/381359597,517-663-1521,381359597,http://WWW.VFWNATIONALHOME.ORG,rightsinfo@vfwnationalhome.org,,,,,
Veterans Of Foreign Wars Of The United States,https://www.charitynavigator.org/ein/440474290,816-756-3390,440474290,http://www.vfw.org,,,,,,
Veterans Support Foundation,https://www.charitynavigator.org/ein/133648561,800-882-1316,133648561,http://www.vsf-usa.org/,,,,,,
Vets Veterans Exploring Treatment Solutions Inc,https://www.charitynavigator.org/ein/841956561,619-992-1183,841956561,http://www.vetsolutions.org,,,,,,
Vfw,https://www.charitynavigator.org/ein/256063785,,256063785,,,,,,,
Vietnam Veterans Memorial Fund Inc,https://www.charitynavigator.org/ein/521149668,202-393-0090,521149668,http://www.vvmf.org,,,,,,
Vietnam Veterans Of America Inc,https://www.charitynavigator.org/ein/132929110,301-585-4000,132929110,http://www.vva.org,,,,,,
Village Enterprise Fund Inc,https://www.charitynavigator.org/ein/222852248,650-802-8891,222852248,https://villageenterprise.org,,,,,,
Voice Of The Martyrs Inc,https://www.charitynavigator.org/ein/731395057,918-337-8015,731395057,http://www.persecution.com,,,,,,
Volunteer Firefighter Alliance,https://www.charitynavigator.org/ein/465432355,866-280-0441,465432355,http://WWW.VOLUNTEERFIREFIGHTERALLIANCE.ORG,,,,,,
Waggle Foundation Inc,https://www.charitynavigator.org/ein/320518559,860-532-0203,320518559,http://WWW.WAGGLE.ORG,,,,,,
Water For Good,https://www.charitynavigator.org/ein/320112278,479-360-5030,320112278,http://waterforgood.org,homecody@sharpguyswebdesign.com,,,,,
Water For People,https://www.charitynavigator.org/ein/841166148,720-488-4590,841166148,http://www.waterforpeople.org,,,,,,
Water For South Sudan Inc,https://www.charitynavigator.org/ein/200291592,585-383-0410,200291592,https://www.waterforsouthsudan.org/,585-445-5709info@waterforsouthsudan.org,,,,,
Water Missions International,https://www.charitynavigator.org/ein/571116978,843-769-7395,571116978,http://www.watermission.org/,,,,,,
Water Org Inc,https://www.charitynavigator.org/ein/582060131,816-877-8400,582060131,http://WWW.WATER.ORG,,,,,,
Wateraid America Inc,https://www.charitynavigator.org/ein/300181674,212-683-0430,300181674,http://www.wateraid.org/us,,,,,,
Waterfront Alliance Inc,https://www.charitynavigator.org/ein/134355067,212-935-9831,134355067,http://WATERFRONTALLIANCE.ORG,,,,,,
